"x_variable","x_value","y_variable","y_value","total","perc"
"exp_category","3","o_rcvry_chllng_trsm_revival","Other",1,0.0099009900990099
"exp_category","4","o_rcvry_chllng_trsm_revival","Other",1,0.0099009900990099
"exp_category","5","o_rcvry_chllng_trsm_revival","Other",1,0.0099009900990099
"gender_category","1","b_empl_trsm_org","1",5,0.0495049504950495
"gender_category","2","b_empl_trsm_org","1",0,0
"gender_category","1","b_empl_trsm_org","2",1,0.0099009900990099
"gender_category","2","b_empl_trsm_org","2",0,0
"gender_category","1","b_empl_trsm_org","3",60,0.594059405940594
"gender_category","2","b_empl_trsm_org","3",6,0.0594059405940594
"gender_category","1","b_empl_trsm_org","4",0,0
"gender_category","2","b_empl_trsm_org","4",0,0
"gender_category","1","b_empl_trsm_org","5",2,0.0198019801980198
"gender_category","2","b_empl_trsm_org","5",0,0
"gender_category","1","b_empl_trsm_org","6",0,0
"gender_category","2","b_empl_trsm_org","6",0,0
"gender_category","1","b_empl_trsm_org","7",15,0.148514851485149
"gender_category","2","b_empl_trsm_org","7",2,0.0198019801980198
"gender_category","1","b_empl_trsm_org","8",15,0.148514851485149
"gender_category","2","b_empl_trsm_org","8",1,0.0099009900990099
"gender_category","1","b_empl_trsm_org","Other",15,0.148514851485149
"gender_category","2","b_empl_trsm_org","Other",1,0.0099009900990099
"age_category","1","b_empl_trsm_org","1",1,0.0099009900990099
"age_category","2","b_empl_trsm_org","1",2,0.0198019801980198
"age_category","3","b_empl_trsm_org","1",2,0.0198019801980198
"age_category","1","b_empl_trsm_org","2",0,0
"age_category","2","b_empl_trsm_org","2",0,0
"age_category","3","b_empl_trsm_org","2",1,0.0099009900990099
"age_category","1","b_empl_trsm_org","3",1,0.0099009900990099
"age_category","2","b_empl_trsm_org","3",57,0.564356435643564
"age_category","3","b_empl_trsm_org","3",8,0.0792079207920792
"age_category","1","b_empl_trsm_org","4",0,0
"age_category","2","b_empl_trsm_org","4",0,0
"age_category","3","b_empl_trsm_org","4",0,0
"age_category","1","b_empl_trsm_org","5",0,0
"age_category","2","b_empl_trsm_org","5",1,0.0099009900990099
"age_category","3","b_empl_trsm_org","5",1,0.0099009900990099
"age_category","1","b_empl_trsm_org","6",0,0
"age_category","2","b_empl_trsm_org","6",0,0
"age_category","3","b_empl_trsm_org","6",0,0
"age_category","1","b_empl_trsm_org","7",0,0
"age_category","2","b_empl_trsm_org","7",16,0.158415841584158
"age_category","3","b_empl_trsm_org","7",1,0.0099009900990099
"age_category","1","b_empl_trsm_org","8",1,0.0099009900990099
"age_category","2","b_empl_trsm_org","8",9,0.0891089108910891
"age_category","3","b_empl_trsm_org","8",6,0.0594059405940594
"age_category","1","b_empl_trsm_org","Other",1,0.0099009900990099
"age_category","2","b_empl_trsm_org","Other",9,0.0891089108910891
"age_category","3","b_empl_trsm_org","Other",6,0.0594059405940594
"edu_levl_category","1","b_empl_trsm_org","1",0,0
"edu_levl_category","2","b_empl_trsm_org","1",1,0.0099009900990099
"edu_levl_category","3","b_empl_trsm_org","1",1,0.0099009900990099
"edu_levl_category","4","b_empl_trsm_org","1",0,0
"edu_levl_category","5","b_empl_trsm_org","1",3,0.0297029702970297
"edu_levl_category","6","b_empl_trsm_org","1",0,0
"edu_levl_category","1","b_empl_trsm_org","2",0,0
"edu_levl_category","2","b_empl_trsm_org","2",0,0
"edu_levl_category","3","b_empl_trsm_org","2",0,0
"edu_levl_category","4","b_empl_trsm_org","2",0,0
"edu_levl_category","5","b_empl_trsm_org","2",0,0
"edu_levl_category","6","b_empl_trsm_org","2",1,0.0099009900990099
"edu_levl_category","1","b_empl_trsm_org","3",0,0
"edu_levl_category","2","b_empl_trsm_org","3",11,0.108910891089109
"edu_levl_category","3","b_empl_trsm_org","3",25,0.247524752475248
"edu_levl_category","4","b_empl_trsm_org","3",21,0.207920792079208
"edu_levl_category","5","b_empl_trsm_org","3",8,0.0792079207920792
"edu_levl_category","6","b_empl_trsm_org","3",1,0.0099009900990099
"edu_levl_category","1","b_empl_trsm_org","4",0,0
"edu_levl_category","2","b_empl_trsm_org","4",0,0
"edu_levl_category","3","b_empl_trsm_org","4",0,0
"edu_levl_category","4","b_empl_trsm_org","4",0,0
"edu_levl_category","5","b_empl_trsm_org","4",0,0
"edu_levl_category","6","b_empl_trsm_org","4",0,0
"edu_levl_category","1","b_empl_trsm_org","5",0,0
"edu_levl_category","2","b_empl_trsm_org","5",0,0
"edu_levl_category","3","b_empl_trsm_org","5",1,0.0099009900990099
"edu_levl_category","4","b_empl_trsm_org","5",0,0
"edu_levl_category","5","b_empl_trsm_org","5",1,0.0099009900990099
"edu_levl_category","6","b_empl_trsm_org","5",0,0
"edu_levl_category","1","b_empl_trsm_org","6",0,0
"edu_levl_category","2","b_empl_trsm_org","6",0,0
"edu_levl_category","3","b_empl_trsm_org","6",0,0
"edu_levl_category","4","b_empl_trsm_org","6",0,0
"edu_levl_category","5","b_empl_trsm_org","6",0,0
"edu_levl_category","6","b_empl_trsm_org","6",0,0
"edu_levl_category","1","b_empl_trsm_org","7",1,0.0099009900990099
"edu_levl_category","2","b_empl_trsm_org","7",1,0.0099009900990099
"edu_levl_category","3","b_empl_trsm_org","7",0,0
"edu_levl_category","4","b_empl_trsm_org","7",5,0.0495049504950495
"edu_levl_category","5","b_empl_trsm_org","7",6,0.0594059405940594
"edu_levl_category","6","b_empl_trsm_org","7",4,0.0396039603960396
"edu_levl_category","1","b_empl_trsm_org","8",0,0
"edu_levl_category","2","b_empl_trsm_org","8",3,0.0297029702970297
"edu_levl_category","3","b_empl_trsm_org","8",3,0.0297029702970297
"edu_levl_category","4","b_empl_trsm_org","8",7,0.0693069306930693
"edu_levl_category","5","b_empl_trsm_org","8",3,0.0297029702970297
"edu_levl_category","6","b_empl_trsm_org","8",0,0
"edu_levl_category","1","b_empl_trsm_org","Other",0,0
"edu_levl_category","2","b_empl_trsm_org","Other",3,0.0297029702970297
"edu_levl_category","3","b_empl_trsm_org","Other",3,0.0297029702970297
"edu_levl_category","4","b_empl_trsm_org","Other",7,0.0693069306930693
"edu_levl_category","5","b_empl_trsm_org","Other",3,0.0297029702970297
"edu_levl_category","6","b_empl_trsm_org","Other",0,0
"exp_category","1","b_empl_trsm_org","1",2,0.0198019801980198
"exp_category","2","b_empl_trsm_org","1",1,0.0099009900990099
"exp_category","3","b_empl_trsm_org","1",0,0
"exp_category","4","b_empl_trsm_org","1",0,0
"exp_category","5","b_empl_trsm_org","1",2,0.0198019801980198
"exp_category","1","b_empl_trsm_org","2",0,0
"exp_category","2","b_empl_trsm_org","2",0,0
"exp_category","3","b_empl_trsm_org","2",0,0
"exp_category","4","b_empl_trsm_org","2",0,0
"exp_category","5","b_empl_trsm_org","2",1,0.0099009900990099
"exp_category","1","b_empl_trsm_org","3",0,0
"exp_category","2","b_empl_trsm_org","3",3,0.0297029702970297
"exp_category","3","b_empl_trsm_org","3",42,0.415841584158416
"exp_category","4","b_empl_trsm_org","3",9,0.0891089108910891
"exp_category","5","b_empl_trsm_org","3",12,0.118811881188119
"exp_category","1","b_empl_trsm_org","4",0,0
"exp_category","2","b_empl_trsm_org","4",0,0
"exp_category","3","b_empl_trsm_org","4",0,0
"exp_category","4","b_empl_trsm_org","4",0,0
"exp_category","5","b_empl_trsm_org","4",0,0
"exp_category","1","b_empl_trsm_org","5",0,0
"exp_category","2","b_empl_trsm_org","5",0,0
"exp_category","3","b_empl_trsm_org","5",0,0
"exp_category","4","b_empl_trsm_org","5",1,0.0099009900990099
"exp_category","5","b_empl_trsm_org","5",1,0.0099009900990099
"exp_category","1","b_empl_trsm_org","6",0,0
"exp_category","2","b_empl_trsm_org","6",0,0
"exp_category","3","b_empl_trsm_org","6",0,0
"exp_category","4","b_empl_trsm_org","6",0,0
"exp_category","5","b_empl_trsm_org","6",0,0
"exp_category","1","b_empl_trsm_org","7",0,0
"exp_category","2","b_empl_trsm_org","7",4,0.0396039603960396
"exp_category","3","b_empl_trsm_org","7",7,0.0693069306930693
"exp_category","4","b_empl_trsm_org","7",3,0.0297029702970297
"exp_category","5","b_empl_trsm_org","7",3,0.0297029702970297
"exp_category","1","b_empl_trsm_org","8",4,0.0396039603960396
"exp_category","2","b_empl_trsm_org","8",3,0.0297029702970297
"exp_category","3","b_empl_trsm_org","8",1,0.0099009900990099
"exp_category","4","b_empl_trsm_org","8",3,0.0297029702970297
"exp_category","5","b_empl_trsm_org","8",5,0.0495049504950495
"exp_category","1","b_empl_trsm_org","Other",4,0.0396039603960396
"exp_category","2","b_empl_trsm_org","Other",3,0.0297029702970297
"exp_category","3","b_empl_trsm_org","Other",1,0.0099009900990099
"exp_category","4","b_empl_trsm_org","Other",3,0.0297029702970297
"exp_category","5","b_empl_trsm_org","Other",5,0.0495049504950495
"gender_category","1","b_empl_trsm_major_districts","1",0,0
"gender_category","2","b_empl_trsm_major_districts","1",0,0
"gender_category","1","b_empl_trsm_major_districts","2",0,0
"gender_category","2","b_empl_trsm_major_districts","2",0,0
"gender_category","1","b_empl_trsm_major_districts","3",3,0.0297029702970297
"gender_category","2","b_empl_trsm_major_districts","3",0,0
"gender_category","1","b_empl_trsm_major_districts","4",0,0
"gender_category","2","b_empl_trsm_major_districts","4",0,0
"gender_category","1","b_empl_trsm_major_districts","5",2,0.0198019801980198
"gender_category","2","b_empl_trsm_major_districts","5",0,0
"gender_category","1","b_empl_trsm_major_districts","6",0,0
"gender_category","2","b_empl_trsm_major_districts","6",0,0
"gender_category","1","b_empl_trsm_major_districts","7",1,0.0099009900990099
"gender_category","2","b_empl_trsm_major_districts","7",0,0
"gender_category","1","b_empl_trsm_major_districts","8",0,0
"gender_category","2","b_empl_trsm_major_districts","8",0,0
"gender_category","1","b_empl_trsm_major_districts","9",3,0.0297029702970297
"gender_category","2","b_empl_trsm_major_districts","9",0,0
"gender_category","1","b_empl_trsm_major_districts","10",16,0.158415841584158
"gender_category","2","b_empl_trsm_major_districts","10",2,0.0198019801980198
"gender_category","1","b_empl_trsm_major_districts","11",1,0.0099009900990099
"gender_category","2","b_empl_trsm_major_districts","11",0,0
"gender_category","1","b_empl_trsm_major_districts","12",24,0.237623762376238
"gender_category","2","b_empl_trsm_major_districts","12",3,0.0297029702970297
"gender_category","1","b_empl_trsm_major_districts","13",1,0.0099009900990099
"gender_category","2","b_empl_trsm_major_districts","13",0,0
"gender_category","1","b_empl_trsm_major_districts","14",1,0.0099009900990099
"gender_category","2","b_empl_trsm_major_districts","14",0,0
"gender_category","1","b_empl_trsm_major_districts","15",0,0
"gender_category","2","b_empl_trsm_major_districts","15",0,0
"gender_category","1","b_empl_trsm_major_districts","16",4,0.0396039603960396
"gender_category","2","b_empl_trsm_major_districts","16",0,0
"gender_category","1","b_empl_trsm_major_districts","17",8,0.0792079207920792
"gender_category","2","b_empl_trsm_major_districts","17",3,0.0297029702970297
"gender_category","1","b_empl_trsm_major_districts","18",1,0.0099009900990099
"gender_category","2","b_empl_trsm_major_districts","18",0,0
"gender_category","1","b_empl_trsm_major_districts","19",1,0.0099009900990099
"gender_category","2","b_empl_trsm_major_districts","19",0,0
"gender_category","1","b_empl_trsm_major_districts","20",22,0.217821782178218
"gender_category","2","b_empl_trsm_major_districts","20",1,0.0099009900990099
"gender_category","1","b_empl_trsm_major_districts","21",24,0.237623762376238
"gender_category","2","b_empl_trsm_major_districts","21",1,0.0099009900990099
"gender_category","1","b_empl_trsm_major_districts","22",0,0
"gender_category","2","b_empl_trsm_major_districts","22",0,0
"gender_category","1","b_empl_trsm_major_districts","23",51,0.504950495049505
"gender_category","2","b_empl_trsm_major_districts","23",2,0.0198019801980198
"gender_category","1","b_empl_trsm_major_districts","24",2,0.0198019801980198
"gender_category","2","b_empl_trsm_major_districts","24",0,0
"gender_category","1","b_empl_trsm_major_districts","25",13,0.128712871287129
"gender_category","2","b_empl_trsm_major_districts","25",0,0
"gender_category","1","b_empl_trsm_major_districts","26",7,0.0693069306930693
"gender_category","2","b_empl_trsm_major_districts","26",0,0
"gender_category","1","b_empl_trsm_major_districts","27",5,0.0495049504950495
"gender_category","2","b_empl_trsm_major_districts","27",0,0
"gender_category","1","b_empl_trsm_major_districts","28",2,0.0198019801980198
"gender_category","2","b_empl_trsm_major_districts","28",0,0
"gender_category","1","b_empl_trsm_major_districts","29",8,0.0792079207920792
"gender_category","2","b_empl_trsm_major_districts","29",0,0
"gender_category","1","b_empl_trsm_major_districts","30",1,0.0099009900990099
"gender_category","2","b_empl_trsm_major_districts","30",0,0
"gender_category","1","b_empl_trsm_major_districts","31",3,0.0297029702970297
"gender_category","2","b_empl_trsm_major_districts","31",0,0
"gender_category","1","b_empl_trsm_major_districts","32",0,0
"gender_category","2","b_empl_trsm_major_districts","32",0,0
"gender_category","1","b_empl_trsm_major_districts","33",7,0.0693069306930693
"gender_category","2","b_empl_trsm_major_districts","33",0,0
"gender_category","1","b_empl_trsm_major_districts","34",56,0.554455445544555
"gender_category","2","b_empl_trsm_major_districts","34",5,0.0495049504950495
"gender_category","1","b_empl_trsm_major_districts","35",39,0.386138613861386
"gender_category","2","b_empl_trsm_major_districts","35",4,0.0396039603960396
"gender_category","1","b_empl_trsm_major_districts","36",8,0.0792079207920792
"gender_category","2","b_empl_trsm_major_districts","36",0,0
"gender_category","1","b_empl_trsm_major_districts","37",1,0.0099009900990099
"gender_category","2","b_empl_trsm_major_districts","37",0,0
"gender_category","1","b_empl_trsm_major_districts","38",13,0.128712871287129
"gender_category","2","b_empl_trsm_major_districts","38",2,0.0198019801980198
"gender_category","1","b_empl_trsm_major_districts","39",20,0.198019801980198
"gender_category","2","b_empl_trsm_major_districts","39",0,0
"gender_category","1","b_empl_trsm_major_districts","40",1,0.0099009900990099
"gender_category","2","b_empl_trsm_major_districts","40",0,0
"gender_category","1","b_empl_trsm_major_districts","41",0,0
"gender_category","2","b_empl_trsm_major_districts","41",0,0
"gender_category","1","b_empl_trsm_major_districts","42",56,0.554455445544555
"gender_category","2","b_empl_trsm_major_districts","42",3,0.0297029702970297
"gender_category","1","b_empl_trsm_major_districts","43",2,0.0198019801980198
"gender_category","2","b_empl_trsm_major_districts","43",0,0
"gender_category","1","b_empl_trsm_major_districts","44",13,0.128712871287129
"gender_category","2","b_empl_trsm_major_districts","44",0,0
"gender_category","1","b_empl_trsm_major_districts","45",51,0.504950495049505
"gender_category","2","b_empl_trsm_major_districts","45",3,0.0297029702970297
"gender_category","1","b_empl_trsm_major_districts","46",28,0.277227722772277
"gender_category","2","b_empl_trsm_major_districts","46",0,0
"gender_category","1","b_empl_trsm_major_districts","47",0,0
"gender_category","2","b_empl_trsm_major_districts","47",0,0
"gender_category","1","b_empl_trsm_major_districts","48",0,0
"gender_category","2","b_empl_trsm_major_districts","48",0,0
"gender_category","1","b_empl_trsm_major_districts","49",11,0.108910891089109
"gender_category","2","b_empl_trsm_major_districts","49",0,0
"gender_category","1","b_empl_trsm_major_districts","50",6,0.0594059405940594
"gender_category","2","b_empl_trsm_major_districts","50",0,0
"gender_category","1","b_empl_trsm_major_districts","51",4,0.0396039603960396
"gender_category","2","b_empl_trsm_major_districts","51",0,0
"gender_category","1","b_empl_trsm_major_districts","52",1,0.0099009900990099
"gender_category","2","b_empl_trsm_major_districts","52",0,0
"gender_category","1","b_empl_trsm_major_districts","53",1,0.0099009900990099
"gender_category","2","b_empl_trsm_major_districts","53",0,0
"gender_category","1","b_empl_trsm_major_districts","54",0,0
"gender_category","2","b_empl_trsm_major_districts","54",0,0
"gender_category","1","b_empl_trsm_major_districts","55",0,0
"gender_category","2","b_empl_trsm_major_districts","55",0,0
"gender_category","1","b_empl_trsm_major_districts","56",7,0.0693069306930693
"gender_category","2","b_empl_trsm_major_districts","56",1,0.0099009900990099
"gender_category","1","b_empl_trsm_major_districts","57",51,0.504950495049505
"gender_category","2","b_empl_trsm_major_districts","57",2,0.0198019801980198
"gender_category","1","b_empl_trsm_major_districts","58",1,0.0099009900990099
"gender_category","2","b_empl_trsm_major_districts","58",0,0
"gender_category","1","b_empl_trsm_major_districts","59",3,0.0297029702970297
"gender_category","2","b_empl_trsm_major_districts","59",0,0
"gender_category","1","b_empl_trsm_major_districts","60",5,0.0495049504950495
"gender_category","2","b_empl_trsm_major_districts","60",0,0
"gender_category","1","b_empl_trsm_major_districts","61",4,0.0396039603960396
"gender_category","2","b_empl_trsm_major_districts","61",0,0
"gender_category","1","b_empl_trsm_major_districts","62",4,0.0396039603960396
"gender_category","2","b_empl_trsm_major_districts","62",0,0
"gender_category","1","b_empl_trsm_major_districts","63",0,0
"gender_category","2","b_empl_trsm_major_districts","63",0,0
"gender_category","1","b_empl_trsm_major_districts","64",15,0.148514851485149
"gender_category","2","b_empl_trsm_major_districts","64",0,0
"gender_category","1","b_empl_trsm_major_districts","65",0,0
"gender_category","2","b_empl_trsm_major_districts","65",0,0
"gender_category","1","b_empl_trsm_major_districts","66",2,0.0198019801980198
"gender_category","2","b_empl_trsm_major_districts","66",0,0
"gender_category","1","b_empl_trsm_major_districts","67",2,0.0198019801980198
"gender_category","2","b_empl_trsm_major_districts","67",0,0
"gender_category","1","b_empl_trsm_major_districts","68",17,0.168316831683168
"gender_category","2","b_empl_trsm_major_districts","68",3,0.0297029702970297
"gender_category","1","b_empl_trsm_major_districts","69",0,0
"gender_category","2","b_empl_trsm_major_districts","69",0,0
"gender_category","1","b_empl_trsm_major_districts","70",72,0.712871287128713
"gender_category","2","b_empl_trsm_major_districts","70",4,0.0396039603960396
"gender_category","1","b_empl_trsm_major_districts","71",1,0.0099009900990099
"gender_category","2","b_empl_trsm_major_districts","71",0,0
"gender_category","1","b_empl_trsm_major_districts","72",1,0.0099009900990099
"gender_category","2","b_empl_trsm_major_districts","72",0,0
"gender_category","1","b_empl_trsm_major_districts","73",2,0.0198019801980198
"gender_category","2","b_empl_trsm_major_districts","73",0,0
"gender_category","1","b_empl_trsm_major_districts","74",6,0.0594059405940594
"gender_category","2","b_empl_trsm_major_districts","74",0,0
"gender_category","1","b_empl_trsm_major_districts","75",19,0.188118811881188
"gender_category","2","b_empl_trsm_major_districts","75",1,0.0099009900990099
"gender_category","1","b_empl_trsm_major_districts","76",3,0.0297029702970297
"gender_category","2","b_empl_trsm_major_districts","76",0,0
"gender_category","1","b_empl_trsm_major_districts","77",0,0
"gender_category","2","b_empl_trsm_major_districts","77",0,0
"age_category","1","b_empl_trsm_major_districts","1",0,0
"age_category","2","b_empl_trsm_major_districts","1",0,0
"age_category","3","b_empl_trsm_major_districts","1",0,0
"age_category","1","b_empl_trsm_major_districts","2",0,0
"age_category","2","b_empl_trsm_major_districts","2",0,0
"age_category","3","b_empl_trsm_major_districts","2",0,0
"age_category","1","b_empl_trsm_major_districts","3",0,0
"age_category","2","b_empl_trsm_major_districts","3",3,0.0297029702970297
"age_category","3","b_empl_trsm_major_districts","3",0,0
"age_category","1","b_empl_trsm_major_districts","4",0,0
"age_category","2","b_empl_trsm_major_districts","4",0,0
"age_category","3","b_empl_trsm_major_districts","4",0,0
"age_category","1","b_empl_trsm_major_districts","5",0,0
"age_category","2","b_empl_trsm_major_districts","5",2,0.0198019801980198
"age_category","3","b_empl_trsm_major_districts","5",0,0
"age_category","1","b_empl_trsm_major_districts","6",0,0
"age_category","2","b_empl_trsm_major_districts","6",0,0
"age_category","3","b_empl_trsm_major_districts","6",0,0
"age_category","1","b_empl_trsm_major_districts","7",0,0
"age_category","2","b_empl_trsm_major_districts","7",1,0.0099009900990099
"age_category","3","b_empl_trsm_major_districts","7",0,0
"age_category","1","b_empl_trsm_major_districts","8",0,0
"age_category","2","b_empl_trsm_major_districts","8",0,0
"age_category","3","b_empl_trsm_major_districts","8",0,0
"age_category","1","b_empl_trsm_major_districts","9",0,0
"age_category","2","b_empl_trsm_major_districts","9",3,0.0297029702970297
"age_category","3","b_empl_trsm_major_districts","9",0,0
"age_category","1","b_empl_trsm_major_districts","10",0,0
"age_category","2","b_empl_trsm_major_districts","10",15,0.148514851485149
"age_category","3","b_empl_trsm_major_districts","10",3,0.0297029702970297
"age_category","1","b_empl_trsm_major_districts","11",0,0
"age_category","2","b_empl_trsm_major_districts","11",1,0.0099009900990099
"age_category","3","b_empl_trsm_major_districts","11",0,0
"age_category","1","b_empl_trsm_major_districts","12",0,0
"age_category","2","b_empl_trsm_major_districts","12",24,0.237623762376238
"age_category","3","b_empl_trsm_major_districts","12",3,0.0297029702970297
"age_category","1","b_empl_trsm_major_districts","13",0,0
"age_category","2","b_empl_trsm_major_districts","13",1,0.0099009900990099
"age_category","3","b_empl_trsm_major_districts","13",0,0
"age_category","1","b_empl_trsm_major_districts","14",0,0
"age_category","2","b_empl_trsm_major_districts","14",1,0.0099009900990099
"age_category","3","b_empl_trsm_major_districts","14",0,0
"age_category","1","b_empl_trsm_major_districts","15",0,0
"age_category","2","b_empl_trsm_major_districts","15",0,0
"age_category","3","b_empl_trsm_major_districts","15",0,0
"age_category","1","b_empl_trsm_major_districts","16",0,0
"age_category","2","b_empl_trsm_major_districts","16",4,0.0396039603960396
"age_category","3","b_empl_trsm_major_districts","16",0,0
"age_category","1","b_empl_trsm_major_districts","17",0,0
"age_category","2","b_empl_trsm_major_districts","17",10,0.099009900990099
"age_category","3","b_empl_trsm_major_districts","17",1,0.0099009900990099
"age_category","1","b_empl_trsm_major_districts","18",0,0
"age_category","2","b_empl_trsm_major_districts","18",1,0.0099009900990099
"age_category","3","b_empl_trsm_major_districts","18",0,0
"age_category","1","b_empl_trsm_major_districts","19",0,0
"age_category","2","b_empl_trsm_major_districts","19",0,0
"age_category","3","b_empl_trsm_major_districts","19",1,0.0099009900990099
"age_category","1","b_empl_trsm_major_districts","20",0,0
"age_category","2","b_empl_trsm_major_districts","20",18,0.178217821782178
"age_category","3","b_empl_trsm_major_districts","20",5,0.0495049504950495
"age_category","1","b_empl_trsm_major_districts","21",0,0
"age_category","2","b_empl_trsm_major_districts","21",20,0.198019801980198
"age_category","3","b_empl_trsm_major_districts","21",5,0.0495049504950495
"age_category","1","b_empl_trsm_major_districts","22",0,0
"age_category","2","b_empl_trsm_major_districts","22",0,0
"age_category","3","b_empl_trsm_major_districts","22",0,0
"age_category","1","b_empl_trsm_major_districts","23",1,0.0099009900990099
"age_category","2","b_empl_trsm_major_districts","23",41,0.405940594059406
"age_category","3","b_empl_trsm_major_districts","23",11,0.108910891089109
"age_category","1","b_empl_trsm_major_districts","24",0,0
"age_category","2","b_empl_trsm_major_districts","24",2,0.0198019801980198
"age_category","3","b_empl_trsm_major_districts","24",0,0
"age_category","1","b_empl_trsm_major_districts","25",0,0
"age_category","2","b_empl_trsm_major_districts","25",9,0.0891089108910891
"age_category","3","b_empl_trsm_major_districts","25",4,0.0396039603960396
"age_category","1","b_empl_trsm_major_districts","26",0,0
"age_category","2","b_empl_trsm_major_districts","26",6,0.0594059405940594
"age_category","3","b_empl_trsm_major_districts","26",1,0.0099009900990099
"age_category","1","b_empl_trsm_major_districts","27",0,0
"age_category","2","b_empl_trsm_major_districts","27",4,0.0396039603960396
"age_category","3","b_empl_trsm_major_districts","27",1,0.0099009900990099
"age_category","1","b_empl_trsm_major_districts","28",0,0
"age_category","2","b_empl_trsm_major_districts","28",1,0.0099009900990099
"age_category","3","b_empl_trsm_major_districts","28",1,0.0099009900990099
"age_category","1","b_empl_trsm_major_districts","29",0,0
"age_category","2","b_empl_trsm_major_districts","29",5,0.0495049504950495
"age_category","3","b_empl_trsm_major_districts","29",3,0.0297029702970297
"age_category","1","b_empl_trsm_major_districts","30",0,0
"age_category","2","b_empl_trsm_major_districts","30",1,0.0099009900990099
"age_category","3","b_empl_trsm_major_districts","30",0,0
"age_category","1","b_empl_trsm_major_districts","31",0,0
"age_category","2","b_empl_trsm_major_districts","31",1,0.0099009900990099
"age_category","3","b_empl_trsm_major_districts","31",2,0.0198019801980198
"age_category","1","b_empl_trsm_major_districts","32",0,0
"age_category","2","b_empl_trsm_major_districts","32",0,0
"age_category","3","b_empl_trsm_major_districts","32",0,0
"age_category","1","b_empl_trsm_major_districts","33",0,0
"age_category","2","b_empl_trsm_major_districts","33",5,0.0495049504950495
"age_category","3","b_empl_trsm_major_districts","33",2,0.0198019801980198
"age_category","1","b_empl_trsm_major_districts","34",1,0.0099009900990099
"age_category","2","b_empl_trsm_major_districts","34",48,0.475247524752475
"age_category","3","b_empl_trsm_major_districts","34",12,0.118811881188119
"age_category","1","b_empl_trsm_major_districts","35",2,0.0198019801980198
"age_category","2","b_empl_trsm_major_districts","35",32,0.316831683168317
"age_category","3","b_empl_trsm_major_districts","35",9,0.0891089108910891
"age_category","1","b_empl_trsm_major_districts","36",0,0
"age_category","2","b_empl_trsm_major_districts","36",7,0.0693069306930693
"age_category","3","b_empl_trsm_major_districts","36",1,0.0099009900990099
"age_category","1","b_empl_trsm_major_districts","37",0,0
"age_category","2","b_empl_trsm_major_districts","37",1,0.0099009900990099
"age_category","3","b_empl_trsm_major_districts","37",0,0
"age_category","1","b_empl_trsm_major_districts","38",0,0
"age_category","2","b_empl_trsm_major_districts","38",13,0.128712871287129
"age_category","3","b_empl_trsm_major_districts","38",2,0.0198019801980198
"age_category","1","b_empl_trsm_major_districts","39",1,0.0099009900990099
"age_category","2","b_empl_trsm_major_districts","39",15,0.148514851485149
"age_category","3","b_empl_trsm_major_districts","39",4,0.0396039603960396
"age_category","1","b_empl_trsm_major_districts","40",0,0
"age_category","2","b_empl_trsm_major_districts","40",1,0.0099009900990099
"age_category","3","b_empl_trsm_major_districts","40",0,0
"age_category","1","b_empl_trsm_major_districts","41",0,0
"age_category","2","b_empl_trsm_major_districts","41",0,0
"age_category","3","b_empl_trsm_major_districts","41",0,0
"age_category","1","b_empl_trsm_major_districts","42",1,0.0099009900990099
"age_category","2","b_empl_trsm_major_districts","42",47,0.465346534653465
"age_category","3","b_empl_trsm_major_districts","42",11,0.108910891089109
"age_category","1","b_empl_trsm_major_districts","43",0,0
"age_category","2","b_empl_trsm_major_districts","43",1,0.0099009900990099
"age_category","3","b_empl_trsm_major_districts","43",1,0.0099009900990099
"age_category","1","b_empl_trsm_major_districts","44",0,0
"age_category","2","b_empl_trsm_major_districts","44",10,0.099009900990099
"age_category","3","b_empl_trsm_major_districts","44",3,0.0297029702970297
"age_category","1","b_empl_trsm_major_districts","45",0,0
"age_category","2","b_empl_trsm_major_districts","45",42,0.415841584158416
"age_category","3","b_empl_trsm_major_districts","45",12,0.118811881188119
"age_category","1","b_empl_trsm_major_districts","46",1,0.0099009900990099
"age_category","2","b_empl_trsm_major_districts","46",20,0.198019801980198
"age_category","3","b_empl_trsm_major_districts","46",7,0.0693069306930693
"age_category","1","b_empl_trsm_major_districts","47",0,0
"age_category","2","b_empl_trsm_major_districts","47",0,0
"age_category","3","b_empl_trsm_major_districts","47",0,0
"age_category","1","b_empl_trsm_major_districts","48",0,0
"age_category","2","b_empl_trsm_major_districts","48",0,0
"age_category","3","b_empl_trsm_major_districts","48",0,0
"age_category","1","b_empl_trsm_major_districts","49",0,0
"age_category","2","b_empl_trsm_major_districts","49",9,0.0891089108910891
"age_category","3","b_empl_trsm_major_districts","49",2,0.0198019801980198
"age_category","1","b_empl_trsm_major_districts","50",0,0
"age_category","2","b_empl_trsm_major_districts","50",5,0.0495049504950495
"age_category","3","b_empl_trsm_major_districts","50",1,0.0099009900990099
"age_category","1","b_empl_trsm_major_districts","51",0,0
"age_category","2","b_empl_trsm_major_districts","51",3,0.0297029702970297
"age_category","3","b_empl_trsm_major_districts","51",1,0.0099009900990099
"age_category","1","b_empl_trsm_major_districts","52",0,0
"age_category","2","b_empl_trsm_major_districts","52",1,0.0099009900990099
"age_category","3","b_empl_trsm_major_districts","52",0,0
"age_category","1","b_empl_trsm_major_districts","53",0,0
"age_category","2","b_empl_trsm_major_districts","53",0,0
