"x_variable","x_value","y_variable","y_value","total","perc"
"gender_category","1","o_impct_to_self_nxt_6_mnths","1",30,0.297029702970297
"gender_category","2","o_impct_to_self_nxt_6_mnths","1",1,0.0099009900990099
"gender_category","1","o_impct_to_self_nxt_6_mnths","2",69,0.683168316831683
"gender_category","2","o_impct_to_self_nxt_6_mnths","2",8,0.0792079207920792
"gender_category","1","o_impct_to_self_nxt_6_mnths","3",52,0.514851485148515
"gender_category","2","o_impct_to_self_nxt_6_mnths","3",9,0.0891089108910891
"gender_category","1","o_impct_to_self_nxt_6_mnths","4",43,0.425742574257426
"gender_category","2","o_impct_to_self_nxt_6_mnths","4",8,0.0792079207920792
"gender_category","1","o_impct_to_self_nxt_6_mnths","5",61,0.603960396039604
"gender_category","2","o_impct_to_self_nxt_6_mnths","5",7,0.0693069306930693
"gender_category","1","o_impct_to_self_nxt_6_mnths","6",52,0.514851485148515
"gender_category","2","o_impct_to_self_nxt_6_mnths","6",6,0.0594059405940594
"gender_category","1","o_impct_to_self_nxt_6_mnths","7",65,0.643564356435644
"gender_category","2","o_impct_to_self_nxt_6_mnths","7",8,0.0792079207920792
"gender_category","1","o_impct_to_self_nxt_6_mnths","8",1,0.0099009900990099
"gender_category","2","o_impct_to_self_nxt_6_mnths","8",0,0
"gender_category","1","o_impct_to_self_nxt_6_mnths","9",1,0.0099009900990099
"gender_category","2","o_impct_to_self_nxt_6_mnths","9",0,0
"gender_category","1","o_impct_to_self_nxt_6_mnths","Other",1,0.0099009900990099
"gender_category","2","o_impct_to_self_nxt_6_mnths","Other",0,0
"age_category","1","o_impct_to_self_nxt_6_mnths","1",2,0.0198019801980198
"age_category","2","o_impct_to_self_nxt_6_mnths","1",25,0.247524752475248
"age_category","3","o_impct_to_self_nxt_6_mnths","1",4,0.0396039603960396
"age_category","1","o_impct_to_self_nxt_6_mnths","2",0,0
"age_category","2","o_impct_to_self_nxt_6_mnths","2",65,0.643564356435644
"age_category","3","o_impct_to_self_nxt_6_mnths","2",12,0.118811881188119
"age_category","1","o_impct_to_self_nxt_6_mnths","3",0,0
"age_category","2","o_impct_to_self_nxt_6_mnths","3",49,0.485148514851485
"age_category","3","o_impct_to_self_nxt_6_mnths","3",12,0.118811881188119
"age_category","1","o_impct_to_self_nxt_6_mnths","4",0,0
"age_category","2","o_impct_to_self_nxt_6_mnths","4",40,0.396039603960396
"age_category","3","o_impct_to_self_nxt_6_mnths","4",11,0.108910891089109
"age_category","1","o_impct_to_self_nxt_6_mnths","5",1,0.0099009900990099
"age_category","2","o_impct_to_self_nxt_6_mnths","5",59,0.584158415841584
"age_category","3","o_impct_to_self_nxt_6_mnths","5",8,0.0792079207920792
"age_category","1","o_impct_to_self_nxt_6_mnths","6",1,0.0099009900990099
"age_category","2","o_impct_to_self_nxt_6_mnths","6",51,0.504950495049505
"age_category","3","o_impct_to_self_nxt_6_mnths","6",6,0.0594059405940594
"age_category","1","o_impct_to_self_nxt_6_mnths","7",2,0.0198019801980198
"age_category","2","o_impct_to_self_nxt_6_mnths","7",59,0.584158415841584
"age_category","3","o_impct_to_self_nxt_6_mnths","7",12,0.118811881188119
"age_category","1","o_impct_to_self_nxt_6_mnths","8",0,0
"age_category","2","o_impct_to_self_nxt_6_mnths","8",1,0.0099009900990099
"age_category","3","o_impct_to_self_nxt_6_mnths","8",0,0
"age_category","1","o_impct_to_self_nxt_6_mnths","9",0,0
"age_category","2","o_impct_to_self_nxt_6_mnths","9",1,0.0099009900990099
"age_category","3","o_impct_to_self_nxt_6_mnths","9",0,0
"age_category","1","o_impct_to_self_nxt_6_mnths","Other",0,0
"age_category","2","o_impct_to_self_nxt_6_mnths","Other",1,0.0099009900990099
"age_category","3","o_impct_to_self_nxt_6_mnths","Other",0,0
"edu_levl_category","1","o_impct_to_self_nxt_6_mnths","1",0,0
"edu_levl_category","2","o_impct_to_self_nxt_6_mnths","1",5,0.0495049504950495
"edu_levl_category","3","o_impct_to_self_nxt_6_mnths","1",7,0.0693069306930693
"edu_levl_category","4","o_impct_to_self_nxt_6_mnths","1",12,0.118811881188119
"edu_levl_category","5","o_impct_to_self_nxt_6_mnths","1",6,0.0594059405940594
"edu_levl_category","6","o_impct_to_self_nxt_6_mnths","1",1,0.0099009900990099
"edu_levl_category","1","o_impct_to_self_nxt_6_mnths","2",1,0.0099009900990099
"edu_levl_category","2","o_impct_to_self_nxt_6_mnths","2",11,0.108910891089109
"edu_levl_category","3","o_impct_to_self_nxt_6_mnths","2",25,0.247524752475248
"edu_levl_category","4","o_impct_to_self_nxt_6_mnths","2",22,0.217821782178218
"edu_levl_category","5","o_impct_to_self_nxt_6_mnths","2",14,0.138613861386139
"edu_levl_category","6","o_impct_to_self_nxt_6_mnths","2",4,0.0396039603960396
"edu_levl_category","1","o_impct_to_self_nxt_6_mnths","3",1,0.0099009900990099
"edu_levl_category","2","o_impct_to_self_nxt_6_mnths","3",9,0.0891089108910891
"edu_levl_category","3","o_impct_to_self_nxt_6_mnths","3",9,0.0891089108910891
"edu_levl_category","4","o_impct_to_self_nxt_6_mnths","3",22,0.217821782178218
"edu_levl_category","5","o_impct_to_self_nxt_6_mnths","3",16,0.158415841584158
"edu_levl_category","6","o_impct_to_self_nxt_6_mnths","3",4,0.0396039603960396
"edu_levl_category","1","o_impct_to_self_nxt_6_mnths","4",1,0.0099009900990099
"edu_levl_category","2","o_impct_to_self_nxt_6_mnths","4",6,0.0594059405940594
"edu_levl_category","3","o_impct_to_self_nxt_6_mnths","4",9,0.0891089108910891
"edu_levl_category","4","o_impct_to_self_nxt_6_mnths","4",18,0.178217821782178
"edu_levl_category","5","o_impct_to_self_nxt_6_mnths","4",13,0.128712871287129
"edu_levl_category","6","o_impct_to_self_nxt_6_mnths","4",4,0.0396039603960396
"edu_levl_category","1","o_impct_to_self_nxt_6_mnths","5",1,0.0099009900990099
"edu_levl_category","2","o_impct_to_self_nxt_6_mnths","5",10,0.099009900990099
"edu_levl_category","3","o_impct_to_self_nxt_6_mnths","5",21,0.207920792079208
"edu_levl_category","4","o_impct_to_self_nxt_6_mnths","5",22,0.217821782178218
"edu_levl_category","5","o_impct_to_self_nxt_6_mnths","5",11,0.108910891089109
"edu_levl_category","6","o_impct_to_self_nxt_6_mnths","5",3,0.0297029702970297
"edu_levl_category","1","o_impct_to_self_nxt_6_mnths","6",0,0
"edu_levl_category","2","o_impct_to_self_nxt_6_mnths","6",6,0.0594059405940594
"edu_levl_category","3","o_impct_to_self_nxt_6_mnths","6",17,0.168316831683168
"edu_levl_category","4","o_impct_to_self_nxt_6_mnths","6",20,0.198019801980198
"edu_levl_category","5","o_impct_to_self_nxt_6_mnths","6",11,0.108910891089109
"edu_levl_category","6","o_impct_to_self_nxt_6_mnths","6",4,0.0396039603960396
"edu_levl_category","1","o_impct_to_self_nxt_6_mnths","7",1,0.0099009900990099
"edu_levl_category","2","o_impct_to_self_nxt_6_mnths","7",9,0.0891089108910891
"edu_levl_category","3","o_impct_to_self_nxt_6_mnths","7",23,0.227722772277228
"edu_levl_category","4","o_impct_to_self_nxt_6_mnths","7",22,0.217821782178218
"edu_levl_category","5","o_impct_to_self_nxt_6_mnths","7",15,0.148514851485149
"edu_levl_category","6","o_impct_to_self_nxt_6_mnths","7",3,0.0297029702970297
"edu_levl_category","1","o_impct_to_self_nxt_6_mnths","8",0,0
"edu_levl_category","2","o_impct_to_self_nxt_6_mnths","8",0,0
"edu_levl_category","3","o_impct_to_self_nxt_6_mnths","8",0,0
"edu_levl_category","4","o_impct_to_self_nxt_6_mnths","8",0,0
"edu_levl_category","5","o_impct_to_self_nxt_6_mnths","8",0,0
"edu_levl_category","6","o_impct_to_self_nxt_6_mnths","8",1,0.0099009900990099
"edu_levl_category","1","o_impct_to_self_nxt_6_mnths","9",0,0
"edu_levl_category","2","o_impct_to_self_nxt_6_mnths","9",0,0
"edu_levl_category","3","o_impct_to_self_nxt_6_mnths","9",0,0
"edu_levl_category","4","o_impct_to_self_nxt_6_mnths","9",0,0
"edu_levl_category","5","o_impct_to_self_nxt_6_mnths","9",0,0
"edu_levl_category","6","o_impct_to_self_nxt_6_mnths","9",1,0.0099009900990099
"edu_levl_category","1","o_impct_to_self_nxt_6_mnths","Other",0,0
"edu_levl_category","2","o_impct_to_self_nxt_6_mnths","Other",0,0
"edu_levl_category","3","o_impct_to_self_nxt_6_mnths","Other",0,0
"edu_levl_category","4","o_impct_to_self_nxt_6_mnths","Other",0,0
"edu_levl_category","5","o_impct_to_self_nxt_6_mnths","Other",0,0
"edu_levl_category","6","o_impct_to_self_nxt_6_mnths","Other",1,0.0099009900990099
"exp_category","1","o_impct_to_self_nxt_6_mnths","1",5,0.0495049504950495
"exp_category","2","o_impct_to_self_nxt_6_mnths","1",4,0.0396039603960396
"exp_category","3","o_impct_to_self_nxt_6_mnths","1",11,0.108910891089109
"exp_category","4","o_impct_to_self_nxt_6_mnths","1",4,0.0396039603960396
"exp_category","5","o_impct_to_self_nxt_6_mnths","1",7,0.0693069306930693
"exp_category","1","o_impct_to_self_nxt_6_mnths","2",3,0.0297029702970297
"exp_category","2","o_impct_to_self_nxt_6_mnths","2",4,0.0396039603960396
"exp_category","3","o_impct_to_self_nxt_6_mnths","2",43,0.425742574257426
"exp_category","4","o_impct_to_self_nxt_6_mnths","2",11,0.108910891089109
"exp_category","5","o_impct_to_self_nxt_6_mnths","2",16,0.158415841584158
"exp_category","1","o_impct_to_self_nxt_6_mnths","3",4,0.0396039603960396
"exp_category","2","o_impct_to_self_nxt_6_mnths","3",7,0.0693069306930693
"exp_category","3","o_impct_to_self_nxt_6_mnths","3",24,0.237623762376238
"exp_category","4","o_impct_to_self_nxt_6_mnths","3",9,0.0891089108910891
"exp_category","5","o_impct_to_self_nxt_6_mnths","3",17,0.168316831683168
"exp_category","1","o_impct_to_self_nxt_6_mnths","4",3,0.0297029702970297
"exp_category","2","o_impct_to_self_nxt_6_mnths","4",4,0.0396039603960396
"exp_category","3","o_impct_to_self_nxt_6_mnths","4",20,0.198019801980198
"exp_category","4","o_impct_to_self_nxt_6_mnths","4",10,0.099009900990099
"exp_category","5","o_impct_to_self_nxt_6_mnths","4",14,0.138613861386139
"exp_category","1","o_impct_to_self_nxt_6_mnths","5",3,0.0297029702970297
"exp_category","2","o_impct_to_self_nxt_6_mnths","5",3,0.0297029702970297
"exp_category","3","o_impct_to_self_nxt_6_mnths","5",36,0.356435643564356
"exp_category","4","o_impct_to_self_nxt_6_mnths","5",13,0.128712871287129
"exp_category","5","o_impct_to_self_nxt_6_mnths","5",13,0.128712871287129
"exp_category","1","o_impct_to_self_nxt_6_mnths","6",1,0.0099009900990099
"exp_category","2","o_impct_to_self_nxt_6_mnths","6",7,0.0693069306930693
"exp_category","3","o_impct_to_self_nxt_6_mnths","6",32,0.316831683168317
"exp_category","4","o_impct_to_self_nxt_6_mnths","6",8,0.0792079207920792
"exp_category","5","o_impct_to_self_nxt_6_mnths","6",10,0.099009900990099
"exp_category","1","o_impct_to_self_nxt_6_mnths","7",4,0.0396039603960396
"exp_category","2","o_impct_to_self_nxt_6_mnths","7",7,0.0693069306930693
"exp_category","3","o_impct_to_self_nxt_6_mnths","7",39,0.386138613861386
"exp_category","4","o_impct_to_self_nxt_6_mnths","7",10,0.099009900990099
"exp_category","5","o_impct_to_self_nxt_6_mnths","7",13,0.128712871287129
"exp_category","1","o_impct_to_self_nxt_6_mnths","8",0,0
"exp_category","2","o_impct_to_self_nxt_6_mnths","8",0,0
"exp_category","3","o_impct_to_self_nxt_6_mnths","8",1,0.0099009900990099
"exp_category","4","o_impct_to_self_nxt_6_mnths","8",0,0
"exp_category","5","o_impct_to_self_nxt_6_mnths","8",0,0
"exp_category","1","o_impct_to_self_nxt_6_mnths","9",0,0
"exp_category","2","o_impct_to_self_nxt_6_mnths","9",0,0
"exp_category","3","o_impct_to_self_nxt_6_mnths","9",1,0.0099009900990099
"exp_category","4","o_impct_to_self_nxt_6_mnths","9",0,0
"exp_category","5","o_impct_to_self_nxt_6_mnths","9",0,0
"exp_category","1","o_impct_to_self_nxt_6_mnths","Other",0,0
"exp_category","2","o_impct_to_self_nxt_6_mnths","Other",0,0
"exp_category","3","o_impct_to_self_nxt_6_mnths","Other",1,0.0099009900990099
"exp_category","4","o_impct_to_self_nxt_6_mnths","Other",0,0
"exp_category","5","o_impct_to_self_nxt_6_mnths","Other",0,0
"gender_category","1","o_rcvry_chllng_trsm_revival","1",54,0.534653465346535
"gender_category","2","o_rcvry_chllng_trsm_revival","1",1,0.0099009900990099
"gender_category","1","o_rcvry_chllng_trsm_revival","2",80,0.792079207920792
"gender_category","2","o_rcvry_chllng_trsm_revival","2",8,0.0792079207920792
"gender_category","1","o_rcvry_chllng_trsm_revival","3",59,0.584158415841584
"gender_category","2","o_rcvry_chllng_trsm_revival","3",8,0.0792079207920792
"gender_category","1","o_rcvry_chllng_trsm_revival","4",60,0.594059405940594
"gender_category","2","o_rcvry_chllng_trsm_revival","4",8,0.0792079207920792
"gender_category","1","o_rcvry_chllng_trsm_revival","5",15,0.148514851485149
"gender_category","2","o_rcvry_chllng_trsm_revival","5",0,0
"gender_category","1","o_rcvry_chllng_trsm_revival","6",3,0.0297029702970297
"gender_category","2","o_rcvry_chllng_trsm_revival","6",1,0.0099009900990099
"gender_category","1","o_rcvry_chllng_trsm_revival","7",1,0.0099009900990099
"gender_category","2","o_rcvry_chllng_trsm_revival","7",0,0
"gender_category","1","o_rcvry_chllng_trsm_revival","Other",3,0.0297029702970297
"gender_category","2","o_rcvry_chllng_trsm_revival","Other",1,0.0099009900990099
"age_category","1","o_rcvry_chllng_trsm_revival","1",2,0.0198019801980198
"age_category","2","o_rcvry_chllng_trsm_revival","1",44,0.435643564356436
"age_category","3","o_rcvry_chllng_trsm_revival","1",9,0.0891089108910891
"age_category","1","o_rcvry_chllng_trsm_revival","2",2,0.0198019801980198
"age_category","2","o_rcvry_chllng_trsm_revival","2",75,0.742574257425743
"age_category","3","o_rcvry_chllng_trsm_revival","2",11,0.108910891089109
"age_category","1","o_rcvry_chllng_trsm_revival","3",1,0.0099009900990099
"age_category","2","o_rcvry_chllng_trsm_revival","3",57,0.564356435643564
"age_category","3","o_rcvry_chllng_trsm_revival","3",9,0.0891089108910891
"age_category","1","o_rcvry_chllng_trsm_revival","4",1,0.0099009900990099
"age_category","2","o_rcvry_chllng_trsm_revival","4",57,0.564356435643564
"age_category","3","o_rcvry_chllng_trsm_revival","4",10,0.099009900990099
"age_category","1","o_rcvry_chllng_trsm_revival","5",0,0
"age_category","2","o_rcvry_chllng_trsm_revival","5",9,0.0891089108910891
"age_category","3","o_rcvry_chllng_trsm_revival","5",6,0.0594059405940594
"age_category","1","o_rcvry_chllng_trsm_revival","6",0,0
"age_category","2","o_rcvry_chllng_trsm_revival","6",3,0.0297029702970297
"age_category","3","o_rcvry_chllng_trsm_revival","6",1,0.0099009900990099
"age_category","1","o_rcvry_chllng_trsm_revival","7",0,0
"age_category","2","o_rcvry_chllng_trsm_revival","7",0,0
"age_category","3","o_rcvry_chllng_trsm_revival","7",1,0.0099009900990099
"age_category","1","o_rcvry_chllng_trsm_revival","Other",0,0
"age_category","2","o_rcvry_chllng_trsm_revival","Other",3,0.0297029702970297
"age_category","3","o_rcvry_chllng_trsm_revival","Other",1,0.0099009900990099
"edu_levl_category","1","o_rcvry_chllng_trsm_revival","1",0,0
"edu_levl_category","2","o_rcvry_chllng_trsm_revival","1",6,0.0594059405940594
"edu_levl_category","3","o_rcvry_chllng_trsm_revival","1",14,0.138613861386139
"edu_levl_category","4","o_rcvry_chllng_trsm_revival","1",20,0.198019801980198
"edu_levl_category","5","o_rcvry_chllng_trsm_revival","1",11,0.108910891089109
"edu_levl_category","6","o_rcvry_chllng_trsm_revival","1",4,0.0396039603960396
"edu_levl_category","1","o_rcvry_chllng_trsm_revival","2",1,0.0099009900990099
"edu_levl_category","2","o_rcvry_chllng_trsm_revival","2",11,0.108910891089109
"edu_levl_category","3","o_rcvry_chllng_trsm_revival","2",27,0.267326732673267
"edu_levl_category","4","o_rcvry_chllng_trsm_revival","2",27,0.267326732673267
"edu_levl_category","5","o_rcvry_chllng_trsm_revival","2",16,0.158415841584158
"edu_levl_category","6","o_rcvry_chllng_trsm_revival","2",6,0.0594059405940594
"edu_levl_category","1","o_rcvry_chllng_trsm_revival","3",0,0
"edu_levl_category","2","o_rcvry_chllng_trsm_revival","3",7,0.0693069306930693
"edu_levl_category","3","o_rcvry_chllng_trsm_revival","3",20,0.198019801980198
"edu_levl_category","4","o_rcvry_chllng_trsm_revival","3",20,0.198019801980198
"edu_levl_category","5","o_rcvry_chllng_trsm_revival","3",16,0.158415841584158
"edu_levl_category","6","o_rcvry_chllng_trsm_revival","3",4,0.0396039603960396
"edu_levl_category","1","o_rcvry_chllng_trsm_revival","4",0,0
"edu_levl_category","2","o_rcvry_chllng_trsm_revival","4",8,0.0792079207920792
"edu_levl_category","3","o_rcvry_chllng_trsm_revival","4",21,0.207920792079208
"edu_levl_category","4","o_rcvry_chllng_trsm_revival","4",20,0.198019801980198
"edu_levl_category","5","o_rcvry_chllng_trsm_revival","4",15,0.148514851485149
"edu_levl_category","6","o_rcvry_chllng_trsm_revival","4",4,0.0396039603960396
"edu_levl_category","1","o_rcvry_chllng_trsm_revival","5",0,0
"edu_levl_category","2","o_rcvry_chllng_trsm_revival","5",2,0.0198019801980198
"edu_levl_category","3","o_rcvry_chllng_trsm_revival","5",0,0
"edu_levl_category","4","o_rcvry_chllng_trsm_revival","5",6,0.0594059405940594
"edu_levl_category","5","o_rcvry_chllng_trsm_revival","5",6,0.0594059405940594
"edu_levl_category","6","o_rcvry_chllng_trsm_revival","5",1,0.0099009900990099
"edu_levl_category","1","o_rcvry_chllng_trsm_revival","6",0,0
"edu_levl_category","2","o_rcvry_chllng_trsm_revival","6",1,0.0099009900990099
"edu_levl_category","3","o_rcvry_chllng_trsm_revival","6",0,0
"edu_levl_category","4","o_rcvry_chllng_trsm_revival","6",0,0
"edu_levl_category","5","o_rcvry_chllng_trsm_revival","6",2,0.0198019801980198
"edu_levl_category","6","o_rcvry_chllng_trsm_revival","6",1,0.0099009900990099
"edu_levl_category","1","o_rcvry_chllng_trsm_revival","7",0,0
"edu_levl_category","2","o_rcvry_chllng_trsm_revival","7",1,0.0099009900990099
"edu_levl_category","3","o_rcvry_chllng_trsm_revival","7",0,0
"edu_levl_category","4","o_rcvry_chllng_trsm_revival","7",0,0
"edu_levl_category","5","o_rcvry_chllng_trsm_revival","7",0,0
"edu_levl_category","6","o_rcvry_chllng_trsm_revival","7",0,0
"edu_levl_category","1","o_rcvry_chllng_trsm_revival","Other",0,0
"edu_levl_category","2","o_rcvry_chllng_trsm_revival","Other",1,0.0099009900990099
"edu_levl_category","3","o_rcvry_chllng_trsm_revival","Other",0,0
"edu_levl_category","4","o_rcvry_chllng_trsm_revival","Other",0,0
"edu_levl_category","5","o_rcvry_chllng_trsm_revival","Other",2,0.0198019801980198
"edu_levl_category","6","o_rcvry_chllng_trsm_revival","Other",1,0.0099009900990099
"exp_category","1","o_rcvry_chllng_trsm_revival","1",5,0.0495049504950495
"exp_category","2","o_rcvry_chllng_trsm_revival","1",5,0.0495049504950495
"exp_category","3","o_rcvry_chllng_trsm_revival","1",24,0.237623762376238
"exp_category","4","o_rcvry_chllng_trsm_revival","1",8,0.0792079207920792
"exp_category","5","o_rcvry_chllng_trsm_revival","1",13,0.128712871287129
"exp_category","1","o_rcvry_chllng_trsm_revival","2",5,0.0495049504950495
"exp_category","2","o_rcvry_chllng_trsm_revival","2",9,0.0891089108910891
"exp_category","3","o_rcvry_chllng_trsm_revival","2",45,0.445544554455446
"exp_category","4","o_rcvry_chllng_trsm_revival","2",14,0.138613861386139
"exp_category","5","o_rcvry_chllng_trsm_revival","2",15,0.148514851485149
"exp_category","1","o_rcvry_chllng_trsm_revival","3",2,0.0198019801980198
"exp_category","2","o_rcvry_chllng_trsm_revival","3",6,0.0594059405940594
"exp_category","3","o_rcvry_chllng_trsm_revival","3",38,0.376237623762376
"exp_category","4","o_rcvry_chllng_trsm_revival","3",11,0.108910891089109
"exp_category","5","o_rcvry_chllng_trsm_revival","3",10,0.099009900990099
"exp_category","1","o_rcvry_chllng_trsm_revival","4",2,0.0198019801980198
"exp_category","2","o_rcvry_chllng_trsm_revival","4",4,0.0396039603960396
"exp_category","3","o_rcvry_chllng_trsm_revival","4",41,0.405940594059406
"exp_category","4","o_rcvry_chllng_trsm_revival","4",10,0.099009900990099
"exp_category","5","o_rcvry_chllng_trsm_revival","4",11,0.108910891089109
"exp_category","1","o_rcvry_chllng_trsm_revival","5",2,0.0198019801980198
"exp_category","2","o_rcvry_chllng_trsm_revival","5",0,0
"exp_category","3","o_rcvry_chllng_trsm_revival","5",2,0.0198019801980198
"exp_category","4","o_rcvry_chllng_trsm_revival","5",2,0.0198019801980198
"exp_category","5","o_rcvry_chllng_trsm_revival","5",9,0.0891089108910891
"exp_category","1","o_rcvry_chllng_trsm_revival","6",0,0
"exp_category","2","o_rcvry_chllng_trsm_revival","6",1,0.0099009900990099
"exp_category","3","o_rcvry_chllng_trsm_revival","6",1,0.0099009900990099
"exp_category","4","o_rcvry_chllng_trsm_revival","6",1,0.0099009900990099
"exp_category","5","o_rcvry_chllng_trsm_revival","6",1,0.0099009900990099
"exp_category","1","o_rcvry_chllng_trsm_revival","7",0,0
"exp_category","2","o_rcvry_chllng_trsm_revival","7",0,0
"exp_category","3","o_rcvry_chllng_trsm_revival","7",0,0
"exp_category","4","o_rcvry_chllng_trsm_revival","7",0,0
"exp_category","5","o_rcvry_chllng_trsm_revival","7",1,0.0099009900990099
"exp_category","1","o_rcvry_chllng_trsm_revival","Other",0,0
"exp_category","2","o_rcvry_chllng_trsm_revival","Other",1,0.0099009900990099
"exp_category","3","o_rcvry_chllng_trsm_revival","Other",1,0.0099009900990099
"exp_category","4","o_rcvry_chllng_trsm_revival","Other",1,0.0099009900990099
"exp_category","5","o_rcvry_chllng_trsm_revival","Other",1,0.0099009900990099
"gender_category","1","b_empl_occpatn_pre_covid","1",0,0
"gender_category","2","b_empl_occpatn_pre_covid","1",0,0
"gender_category","1","b_empl_occpatn_pre_covid","2",10,0.099009900990099
"gender_category","2","b_empl_occpatn_pre_covid","2",2,0.0198019801980198
"gender_category","1","b_empl_occpatn_pre_covid","3",66,0.653465346534653
"gender_category","2","b_empl_occpatn_pre_covid","3",6,0.0594059405940594
"gender_category","1","b_empl_occpatn_pre_covid","4",0,0
"gender_category","2","b_empl_occpatn_pre_covid","4",4,0.0396039603960396
"gender_category","1","b_empl_occpatn_pre_covid","5",21,0.207920792079208
"gender_category","2","b_empl_occpatn_pre_covid","5",1,0.0099009900990099
"gender_category","1","b_empl_occpatn_pre_covid","6",2,0.0198019801980198
"gender_category","2","b_empl_occpatn_pre_covid","6",0,0
"gender_category","1","b_empl_occpatn_pre_covid","7",0,0
"gender_category","2","b_empl_occpatn_pre_covid","7",0,0
"gender_category","1","b_empl_occpatn_pre_covid","8",1,0.0099009900990099
"gender_category","2","b_empl_occpatn_pre_covid","8",0,0
"gender_category","1","b_empl_occpatn_pre_covid","9",0,0
"gender_category","2","b_empl_occpatn_pre_covid","9",0,0
"gender_category","1","b_empl_occpatn_pre_covid","10",1,0.0099009900990099
"gender_category","2","b_empl_occpatn_pre_covid","10",0,0
"gender_category","1","b_empl_occpatn_pre_covid","11",0,0
"gender_category","2","b_empl_occpatn_pre_covid","11",0,0
"gender_category","1","b_empl_occpatn_pre_covid","12",1,0.0099009900990099
"gender_category","2","b_empl_occpatn_pre_covid","12",0,0
"gender_category","1","b_empl_occpatn_pre_covid","13",1,0.0099009900990099
"gender_category","2","b_empl_occpatn_pre_covid","13",0,0
"gender_category","1","b_empl_occpatn_pre_covid","14",0,0
"gender_category","2","b_empl_occpatn_pre_covid","14",0,0
"gender_category","1","b_empl_occpatn_pre_covid","15",3,0.0297029702970297
"gender_category","2","b_empl_occpatn_pre_covid","15",0,0
"gender_category","1","b_empl_occpatn_pre_covid","16",4,0.0396039603960396
"gender_category","2","b_empl_occpatn_pre_covid","16",1,0.0099009900990099
"gender_category","1","b_empl_occpatn_pre_covid","Other",4,0.0396039603960396
"gender_category","2","b_empl_occpatn_pre_covid","Other",1,0.0099009900990099
"age_category","1","b_empl_occpatn_pre_covid","1",0,0
"age_category","2","b_empl_occpatn_pre_covid","1",0,0
"age_category","3","b_empl_occpatn_pre_covid","1",0,0
"age_category","1","b_empl_occpatn_pre_covid","2",0,0
"age_category","2","b_empl_occpatn_pre_covid","2",9,0.0891089108910891
"age_category","3","b_empl_occpatn_pre_covid","2",3,0.0297029702970297
"age_category","1","b_empl_occpatn_pre_covid","3",0,0
"age_category","2","b_empl_occpatn_pre_covid","3",59,0.584158415841584
"age_category","3","b_empl_occpatn_pre_covid","3",13,0.128712871287129
"age_category","1","b_empl_occpatn_pre_covid","4",0,0
"age_category","2","b_empl_occpatn_pre_covid","4",4,0.0396039603960396
"age_category","3","b_empl_occpatn_pre_covid","4",0,0
"age_category","1","b_empl_occpatn_pre_covid","5",0,0
"age_category","2","b_empl_occpatn_pre_covid","5",18,0.178217821782178
"age_category","3","b_empl_occpatn_pre_covid","5",4,0.0396039603960396
"age_category","1","b_empl_occpatn_pre_covid","6",0,0
"age_category","2","b_empl_occpatn_pre_covid","6",2,0.0198019801980198
"age_category","3","b_empl_occpatn_pre_covid","6",0,0
"age_category","1","b_empl_occpatn_pre_covid","7",0,0
"age_category","2","b_empl_occpatn_pre_covid","7",0,0
"age_category","3","b_empl_occpatn_pre_covid","7",0,0
"age_category","1","b_empl_occpatn_pre_covid","8",0,0
"age_category","2","b_empl_occpatn_pre_covid","8",1,0.0099009900990099
"age_category","3","b_empl_occpatn_pre_covid","8",0,0
"age_category","1","b_empl_occpatn_pre_covid","9",0,0
"age_category","2","b_empl_occpatn_pre_covid","9",0,0
"age_category","3","b_empl_occpatn_pre_covid","9",0,0
"age_category","1","b_empl_occpatn_pre_covid","10",0,0
"age_category","2","b_empl_occpatn_pre_covid","10",0,0
"age_category","3","b_empl_occpatn_pre_covid","10",1,0.0099009900990099
"age_category","1","b_empl_occpatn_pre_covid","11",0,0
"age_category","2","b_empl_occpatn_pre_covid","11",0,0
"age_category","3","b_empl_occpatn_pre_covid","11",0,0
"age_category","1","b_empl_occpatn_pre_covid","12",0,0
"age_category","2","b_empl_occpatn_pre_covid","12",0,0
"age_category","3","b_empl_occpatn_pre_covid","12",1,0.0099009900990099
"age_category","1","b_empl_occpatn_pre_covid","13",1,0.0099009900990099
"age_category","2","b_empl_occpatn_pre_covid","13",0,0
"age_category","3","b_empl_occpatn_pre_covid","13",0,0
"age_category","1","b_empl_occpatn_pre_covid","14",0,0
"age_category","2","b_empl_occpatn_pre_covid","14",0,0
"age_category","3","b_empl_occpatn_pre_covid","14",0,0
"age_category","1","b_empl_occpatn_pre_covid","15",2,0.0198019801980198
"age_category","2","b_empl_occpatn_pre_covid","15",1,0.0099009900990099
"age_category","3","b_empl_occpatn_pre_covid","15",0,0
"age_category","1","b_empl_occpatn_pre_covid","16",0,0
"age_category","2","b_empl_occpatn_pre_covid","16",5,0.0495049504950495
"age_category","3","b_empl_occpatn_pre_covid","16",0,0
"age_category","1","b_empl_occpatn_pre_covid","Other",0,0
"age_category","2","b_empl_occpatn_pre_covid","Other",5,0.0495049504950495
"age_category","3","b_empl_occpatn_pre_covid","Other",0,0
"edu_levl_category","1","b_empl_occpatn_pre_covid","1",0,0
"edu_levl_category","2","b_empl_occpatn_pre_covid","1",0,0
"edu_levl_category","3","b_empl_occpatn_pre_covid","1",0,0
"edu_levl_category","4","b_empl_occpatn_pre_covid","1",0,0
